HSLGOverallCumulativeGradePointAverage,HSLGMathematicsCumulativeGradePointAverage,CCENCRFLCollegeCode,CCENCRFLCourseMarkPoints,CCIsMultiCollege,CCTransferableUnitsAttempted,CCTransferableUnitsEarned,GPA_present,cc_first_course_success_ind,pre_alg_up11_c,alg_i_up11_c,alg_ii_up11_c,geo_up11_c,trig_up11_c,pre_calc_up11_c,calc_up11_c,stat_up11_c
3.2,2.72,576,2,1,68,68,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,61,56.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,7,7,0,1,0,0,0,0,0,0,0,0
3.63,3,576,4,1,18,18,0,1,0,0,1,0,0,0,0,0
NA,NA,572,2,1,14,14,0,1,0,0,0,0,0,0,0,0
3.43,3.5,572,4,1,113.5,110.5,1,1,0,0,1,0,0,0,0,0
3.93,3.94,572,4,1,8,8,1,1,0,0,1,1,0,0,0,0
3.15,NA,572,4,1,19,19,1,1,0,0,0,0,0,0,0,0
2.4,2.04,571,3,1,28,28,1,1,0,0,1,1,0,0,0,0
3.59,2.43,571,3,1,49,49,0,1,0,1,0,1,0,0,0,0
3.67,2.93,572,4,1,67,67,1,1,0,0,1,0,0,0,0,0
2.68,1.79,571,0,1,16,6,1,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,74,70,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,0,91,87,0,0,0,0,0,0,0,0,0,0
3.1,2,576,4,1,93,85.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,14,3,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,12,8,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,26,212.98,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,18,14,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,37,37,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,63.5,160.49,0,1,0,0,0,0,0,0,0,0
2.47,1.72,571,3,1,83,67,1,1,0,0,1,1,0,0,0,0
2.16,2.43,572,2,1,78,66,1,1,0,1,1,0,0,0,0,0
3.1,2.76,576,0,1,26.5,12,1,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,30,27,0,0,0,0,0,0,0,0,0,0
3.12,2.33,572,3,1,41,35,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,0,12,99.99,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,62.5,59.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,0,91,87,0,1,0,0,0,0,0,0,0,0
3.83,3.9,571,3,1,17,9,1,1,0,0,1,0,0,0,0,0
3.06,2.72,571,1,1,81,78,1,0,0,0,1,1,0,0,0,0
3.46,2.85,571,1,1,60,60,1,0,0,0,1,1,0,0,0,0
NA,NA,572,0,0,52,52,0,0,0,0,0,0,0,0,0,0
3.65,NA,571,4,1,4,4,1,1,0,0,0,0,0,0,0,0
1.78,2,571,0,1,6,0,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,39,39,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,99,91,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,97,71,0,0,0,0,0,0,0,0,0,0
2.62,2.13,572,3,1,60,60,1,1,0,0,0,1,0,0,0,0
NA,NA,571,2,0,65,146.99,0,1,0,0,0,0,0,0,0,0
NA,NA,576,2,1,21,16,0,1,0,0,0,0,0,0,0,0
2.85,3.08,571,3,1,32,32,1,1,0,1,1,1,0,0,0,0
NA,NA,572,2,1,64,236.98,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,57,150.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,72.5,118.99,0,0,0,0,0,0,0,0,0,0
3.48,2.75,572,3,1,66,65,1,1,0,0,1,0,0,0,0,0
1.77,1.81,571,0,1,18,9,1,0,0,0,1,0,0,0,0,0
NA,NA,572,4,1,36,31,0,1,0,0,0,0,0,0,0,0
3.44,3.1,572,4,1,7,7,1,1,0,0,1,0,0,0,0,0
3.11,3.16,576,0,1,57,40,1,0,0,0,0,1,0,0,0,0
2.87,1.56,571,0,0,17,13,1,0,0,0,1,1,0,0,0,0
2.63,3,572,0,1,64,64,0,0,0,0,1,0,0,0,0,0
2.91,2.89,572,3,1,67,67,1,1,0,0,1,1,0,0,0,0
2.61,1.82,571,0,1,7,0,1,0,0,0,1,0,0,0,0,0
1.5,NA,572,2,1,130.5,307.48,0,1,0,0,0,0,0,0,0,0
2.76,1.9,571,0,1,115,76,1,0,0,0,1,1,0,0,0,0
3.31,1.75,571,1,1,48,48,1,0,0,1,1,0,0,0,0,0
2.63,1.77,571,0,1,37,28,1,0,0,0,1,1,0,0,0,0
1.98,1.41,571,0,1,49,46,1,0,0,0,1,0,0,0,0,0
NA,NA,571,0,1,112,78,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,12,3,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,23,119.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,72.5,69.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
2.32,2.42,571,0,1,22,9,1,0,0,0,1,1,0,0,0,0
NA,NA,571,2,1,98,86.5,0,1,0,0,0,0,0,0,0,0
3.47,3.06,571,4,1,63,63,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,1,43.5,43.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,3,3,0,1,0,0,0,0,0,0,0,0
2.87,2.5,572,3,1,66,66,0,1,0,1,0,1,0,0,0,0
3.3,2.42,571,3,1,44,29,1,1,0,1,0,1,0,0,0,0
2.86,2.6,576,2,1,69,60,1,1,0,0,1,1,0,0,0,0
3.41,3.39,572,1,1,43,43,1,0,0,1,1,1,0,0,0,0
3.22,3.2,576,3,1,64,64,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,70,59,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,36,36,0,1,0,0,0,0,0,0,0,0
2.67,1.93,571,0,1,95,75,1,0,0,0,1,0,0,0,0,0
3.11,2.38,572,4,1,59,59,1,1,0,0,0,1,0,0,0,0
3.22,3.22,572,3,1,92,92,1,1,0,0,1,1,0,0,0,0
1.61,1.8,571,0,1,21,7,1,0,0,0,0,1,0,0,0,0
3.25,3.78,572,3,1,104,301.98,1,1,0,1,1,1,0,0,0,0
3.4,3.5,572,1,0,35,19,1,0,0,1,1,1,0,0,0,0
NA,NA,571,4,1,78,78,0,1,0,0,0,0,0,0,0,0
2.87,1.68,572,0,1,92,88,1,0,0,0,0,1,0,0,0,0
NA,NA,572,4,1,57,57,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,50,47,0,1,0,0,0,0,0,0,0,0
2.74,2.5,576,0,1,83,56,1,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,38,38,0,1,0,0,0,0,0,0,0,0
2.19,1.13,571,0,1,62,43,1,0,0,0,0,0,0,0,0,0
NA,NA,576,4,1,30,30,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,18,7,0,0,0,0,0,0,0,0,0,0
2.72,2.49,571,0,1,22.5,18.5,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,93,178.99,0,1,0,0,0,0,0,0,0,0
2.89,0.5,571,0,1,30.5,14.5,0,0,0,0,0,0,0,0,0,0
2.91,1.78,576,3,1,67.5,67.5,1,1,0,0,0,1,0,0,0,0
NA,NA,572,2,1,58,46,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,28,28,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,36,33,0,1,0,0,0,0,0,0,0,0
2.75,2.43,576,0,1,24,5,1,0,0,0,1,1,0,0,0,0
NA,NA,571,3,1,63.5,63.5,0,1,0,0,0,0,0,0,0,0
3.11,2.93,572,2,1,56,56,1,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,41,41,0,1,0,0,0,0,0,0,0,0
3.08,3,571,2,1,96,178.99,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,1,93,84,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,11,7,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,61,47,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,24.5,24.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,88,79,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,8,8,0,1,0,0,0,0,0,0,0,0
3.31,1.75,571,2,1,72,67,1,1,0,0,0,1,0,0,0,0
NA,NA,572,1,1,93,79,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,66,63,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,109,77,0,0,0,0,0,0,0,0,0,0
2.89,2.97,571,0,1,13,13,1,0,0,0,1,1,0,0,0,0
3.08,2.85,576,3,1,53,53,1,1,0,1,1,0,0,0,0,0
3.53,3.07,572,2,1,65,65,1,1,0,0,1,1,0,0,0,0
2.79,NA,572,2,1,85,82,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,11,11,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,76,257.98,0,1,0,0,0,0,0,0,0,0
2.89,2.18,571,3,1,79,74,1,1,0,1,0,1,0,0,0,0
NA,NA,572,3,1,8,8,0,1,0,0,0,0,0,0,0,0
3,2,572,0,1,27,17,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,13,13,0,1,0,0,0,0,0,0,0,0
3.68,3.41,572,0,1,16,1,1,0,0,1,1,1,0,0,0,0
3.38,2.5,576,3,1,54.5,54.5,0,1,0,0,0,1,0,0,0,0
2.51,2.48,571,3,1,49,43,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,72.5,72.5,0,1,0,0,0,0,0,0,0,0
1.93,2.13,571,0,1,33,16,1,0,0,0,0,1,0,0,0,0
NA,NA,571,1,0,8,8,0,0,0,0,0,0,0,0,0,0
NA,NA,571,1,0,96,93,0,0,0,0,0,0,0,0,0,0
2.51,2.43,571,1,1,85,72,1,0,0,0,1,0,0,0,0,0
3.11,3,572,4,1,13,13,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,71,71,0,1,0,0,0,0,0,0,0,0
3.07,2,571,0,1,19,106.99,0,0,0,0,0,1,0,0,0,0
NA,NA,572,4,1,37,36,0,1,0,0,0,0,0,0,0,0
3.32,2.97,571,1,1,92,89,1,0,0,0,1,1,0,0,0,0
NA,NA,572,4,1,23,23,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,87,77,0,0,0,0,0,0,0,0,0,0
2.29,1.23,571,0,1,44,19,1,0,0,0,1,0,0,0,0,0
3.47,NA,571,0,1,136,126,0,0,0,0,0,0,0,0,0,0
3.46,3,572,2,1,60.5,157.49,0,1,0,0,0,1,0,0,0,0
3.44,2.21,572,4,1,30,30,1,1,0,0,1,1,0,0,0,0
2.49,2.09,572,2,1,4,4,1,1,0,1,1,1,0,0,0,0
3.07,2.45,571,0,1,97.5,70.5,1,0,0,0,1,1,0,0,0,0
NA,NA,572,3,1,90,85,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,20,20,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,7,7,0,1,0,0,0,0,0,0,0,0
2.67,2.67,576,1,1,4,4,1,0,0,0,1,1,0,0,0,0
3.34,3.02,571,2,1,37,37,1,1,0,1,1,1,0,0,0,0
4,4,571,4,1,79,74,0,1,0,0,0,0,0,0,0,0
2.3,1.5,571,0,1,45,27,0,0,0,1,0,0,0,0,0,0
NA,NA,571,0,1,89,89,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,84,84,0,1,0,0,0,0,0,0,0,0
2.47,2.18,576,3,1,16,13,1,1,0,0,1,0,0,0,0,0
2.66,2.27,571,0,1,45,11,1,0,0,1,0,1,0,0,0,0
3.15,2.18,571,2,1,65,65,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,78.5,78.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,67,63,0,1,0,0,0,0,0,0,0,0
3.93,3.93,572,4,1,77,263.98,1,1,0,1,1,1,0,0,0,0
NA,NA,572,2,1,66,63,0,1,0,0,0,0,0,0,0,0
3.28,2.43,572,4,1,56,56,0,1,0,0,0,1,0,0,0,0
0.5,NA,572,4,1,7,7,0,1,0,0,0,0,0,0,0,0
2.84,2.7,576,2,1,38,29,0,1,0,0,1,0,0,0,0,0
2.84,1.93,571,0,1,63,39,1,0,0,0,1,0,0,0,0,0
2.17,2.01,571,0,1,8,4,1,0,0,0,0,1,0,0,0,0
2.38,1.5,572,2,1,87,81,0,1,0,0,0,1,0,0,0,0
NA,NA,571,0,0,18,18,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,40,22,0,0,0,0,0,0,0,0,0,0
3.92,4,571,4,1,62,61,1,1,0,0,0,1,0,0,0,0
3.66,3,571,3,1,54,54,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,1,48,48,0,1,0,0,0,0,0,0,0,0
3.74,3.35,576,4,1,4,4,1,1,0,0,1,1,0,0,0,0
3.16,2.45,576,2,1,81,78,0,1,0,0,0,0,0,0,0,0
NA,NA,576,3,0,30,27,0,1,0,0,0,0,0,0,0,0
3.28,2.08,576,3,1,50,41,1,1,0,0,0,1,0,0,0,0
3.11,2.43,571,0,1,23.5,12.5,1,0,0,0,1,1,0,0,0,0
NA,NA,571,2,1,76,73,0,1,0,0,0,0,0,0,0,0
2.44,1.95,571,2,1,96,81,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,11,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,44,44,0,1,0,0,0,0,0,0,0,0
2.93,1.68,571,0,1,32,21,1,0,0,0,1,1,0,0,0,0
NA,NA,572,4,0,17.5,17.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
3.11,2.22,571,2,0,43,43,1,1,0,1,1,1,0,0,0,0
2.6,2.1,576,2,1,35,35,1,1,0,1,0,1,0,0,0,0
2.99,2.62,571,2,1,69,69,1,1,0,0,1,1,0,0,0,0
3.6,3.25,571,4,1,17,17,1,1,0,0,1,0,0,0,0,0
2.66,2.2,572,3,1,57,48,0,1,0,0,0,0,0,0,0,0
3.36,3.28,572,3,1,68,64,1,1,0,0,0,1,0,0,0,0
2.56,2.78,576,2,1,65,50,1,1,0,0,1,1,0,0,0,0
1.98,3,572,1,1,107.5,93.5,1,0,0,0,1,0,0,0,0,0
3.84,3.85,572,4,1,87,87,1,1,0,0,0,0,0,0,0,0
3.56,3.4,572,4,1,89,89,1,1,0,1,1,1,0,0,0,0
NA,NA,572,3,1,75,75,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,67,67,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,80,47,0,0,0,0,0,0,0,0,0,0
3.37,2.63,571,3,1,125,80,1,1,0,1,1,1,0,0,0,0
NA,NA,571,4,0,24,24,0,1,0,0,0,0,0,0,0,0
3,2,571,2,1,35,35,1,1,0,0,0,1,0,0,0,0
NA,NA,571,2,1,65,59,0,1,0,0,0,0,0,0,0,0
3.42,NA,572,1,1,44,41,0,0,0,0,0,0,0,0,0,0
3.62,2.65,576,3,1,60,60,1,1,0,0,0,1,0,0,0,0
3.07,2.5,572,3,1,61.5,61.5,1,1,0,1,1,1,0,0,0,0
3.05,NA,572,4,1,75,73,1,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,40,37,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,8,8,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,127.5,313.48,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,60,60,0,1,0,0,0,0,0,0,0,0
2.42,1.82,572,0,1,73,49,1,0,0,0,1,1,0,0,0,0
3.61,3.5,571,3,1,91,277.98,1,1,0,1,0,0,0,0,0,0
NA,NA,571,0,0,137,194.99,0,0,0,0,0,0,0,0,0,0
3.98,3.93,572,4,1,78,167.99,1,1,0,1,1,1,0,0,0,0
2.56,1.91,571,1,1,16,13,1,0,0,0,0,0,0,0,0,0
2.86,2.45,572,2,1,61,61,1,1,0,1,1,0,0,0,0,0
2.91,NA,572,0,1,46,28,1,0,0,0,0,0,0,0,0,0
3.09,1.85,571,0,1,17,13,1,0,0,0,0,1,0,0,0,0
NA,NA,572,4,1,7,7,0,1,0,0,0,0,0,0,0,0
3.28,2.68,571,4,1,44,41,1,1,0,0,1,1,0,0,0,0
2.43,1.91,571,0,1,14,11,1,0,0,1,0,0,0,0,0,0
3.75,2.83,571,4,1,86.5,86.5,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,0,57,57,0,1,0,0,0,0,0,0,0,0
3.4,NA,572,0,1,54,47,0,0,0,0,0,0,0,0,0,0
2.73,3,572,0,1,129,92,1,0,0,0,1,1,0,0,0,0
NA,NA,572,0,1,73.5,72,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,6,6,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,16,16,0,1,0,0,0,0,0,0,0,0
3.19,2.45,572,1,1,85,161.99,1,0,0,0,0,1,0,0,0,0
NA,NA,572,2,1,36,36,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,96,96,0,1,0,0,0,0,0,0,0,0
3.75,3.68,571,3,1,38,20,0,1,0,0,0,1,0,0,0,0
NA,NA,571,0,1,98.5,181.49,0,0,0,0,0,0,0,0,0,0
NA,NA,571,1,1,81,66,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,47,41,0,1,0,0,0,0,0,0,0,0
3.55,2.68,572,0,1,34.5,26.5,1,0,0,0,1,0,0,0,0,0
3.22,2.67,571,0,1,48,41,1,0,0,0,1,0,0,0,0,0
3.45,3.21,576,2,1,18.5,18.5,1,1,0,1,1,1,0,0,0,0
NA,NA,572,2,1,73,73,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,11,4,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,148.5,330.48,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,59,59,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,67,67,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,72,45,0,0,0,0,0,0,0,0,0,0
2.94,2.4,572,2,1,45,42,0,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,63,60,0,1,0,0,0,0,0,0,0,0
3.53,3.25,571,4,1,61,61,0,1,0,0,0,1,0,0,0,0
2.49,2.21,571,0,1,32,16,1,0,0,0,1,1,0,0,0,0
NA,NA,572,2,0,17,17,0,1,0,0,0,0,0,0,0,0
2.9,3,572,1,1,58,239.98,1,0,0,0,1,1,0,0,0,0
3.64,3.48,576,4,1,54,51,1,1,0,0,1,1,0,0,0,0
3.21,2.12,571,3,1,49,49,1,1,0,1,0,1,0,0,0,0
NA,NA,571,2,0,38,38,0,1,0,0,0,0,0,0,0,0
3.77,2.75,576,2,1,14,14,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,61,61,0,1,0,0,0,0,0,0,0,0
2.83,NA,571,0,1,15,11,0,0,0,0,0,0,0,0,0,0
NA,NA,571,1,0,52,52,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,7,7,0,1,0,0,0,0,0,0,0,0
3.13,1.67,571,4,1,7,7,0,1,0,0,0,0,0,0,0,0
2.6,2.1,571,0,1,41,32,1,0,0,0,0,1,0,0,0,0
NA,NA,571,3,1,14,14,0,1,0,0,0,0,0,0,0,0
3.89,4,571,4,1,66,66,1,1,0,0,1,0,0,0,0,0
NA,NA,572,2,1,55.5,48.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,62.5,159.49,0,1,0,0,0,0,0,0,0,0
3.51,2.15,576,3,1,52,52,1,1,0,0,0,1,0,0,0,0
NA,NA,571,2,0,37,28,0,1,0,0,0,0,0,0,0,0
2.58,3.35,572,0,1,11,0,0,0,0,1,0,0,0,0,0,0
NA,NA,572,4,0,7,7,0,1,0,0,0,0,0,0,0,0
3.08,2.19,571,3,1,92,74,1,1,0,0,0,1,0,0,0,0
NA,NA,571,4,0,76.5,76.5,0,1,0,0,0,0,0,0,0,0
3.16,2.63,572,3,1,78,167.99,1,1,0,1,1,1,0,0,0,0
NA,NA,571,3,0,70,70,0,1,0,0,0,0,0,0,0,0
3.12,2.49,576,3,1,56,46,1,1,0,0,0,1,0,0,0,0
NA,NA,571,4,1,74,74,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,11,11,0,1,0,0,0,0,0,0,0,0
3.83,NA,571,3,1,84,84,0,1,0,0,0,0,0,0,0,0
0.5,0,571,1,1,36,29,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,0,36,132.99,0,1,0,0,0,0,0,0,0,0
3.16,2.69,576,4,1,18,18,1,1,0,0,0,1,0,0,0,0
2.91,3.1,576,0,1,54,41,0,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2.8,2.17,576,2,1,14,14,1,1,0,1,1,1,0,0,0,0
NA,NA,571,0,1,91,46,0,0,0,0,0,0,0,0,0,0
3.43,3.5,572,4,1,17,17,1,1,0,0,1,0,0,0,0,0
NA,NA,572,0,0,9,9,0,0,0,0,0,0,0,0,0,0
2.41,NA,571,0,1,11,103.99,1,0,0,0,0,0,0,0,0,0
3.79,3.88,576,4,1,48,44,1,1,0,0,1,1,0,0,0,0
2.45,2.01,571,2,1,19,19,1,1,0,0,0,1,0,0,0,0
2.45,2,571,4,1,68,65,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,22,102.99,0,0,0,0,0,0,0,0,0,0
1.98,1.35,571,2,1,20,20,1,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,78,76,0,1,0,0,0,0,0,0,0,0
3.28,2.47,571,2,1,45,42,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,158,158,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,60,60,0,0,0,0,0,0,0,0,0,0
2.82,2.25,571,1,1,38,23,0,0,0,0,0,1,0,0,0,0
1.71,1.77,572,4,1,61,60,1,1,0,0,0,0,0,0,0,0
3.07,2.7,572,3,1,66,66,1,1,0,0,1,0,0,0,0,0
3.17,3.34,571,1,1,101,92,1,0,0,0,1,1,0,0,0,0
2.83,2.25,571,0,1,16,0,1,0,0,0,1,1,0,0,0,0
3.2,4,572,4,1,60,60,0,1,0,0,0,1,0,0,0,0
NA,NA,572,2,1,62,62,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,112,105,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,99,283.98,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,70,60,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,16,6,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,68,68,0,1,0,0,0,0,0,0,0,0
3.35,3,572,4,1,69,69,1,1,0,0,1,0,0,0,0,0
3.62,2.45,576,4,1,57,153.99,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,81,77,0,0,0,0,0,0,0,0,0,0
3.6,2.72,572,4,1,106,106,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,0,37,37,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,26,121.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,76,52,0,0,0,0,0,0,0,0,0,0
3.23,3.35,576,1,1,21,4,1,0,0,0,1,1,0,0,0,0
3.62,3.23,576,0,1,9,9,1,0,0,0,1,1,0,0,0,0
NA,NA,576,2,1,35,35,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,91,468.96,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,7,7,0,1,0,0,0,0,0,0,0,0
2.98,3,571,0,1,33,23,1,0,0,0,1,0,0,0,0,0
3.52,3.35,576,4,1,65,65,1,1,0,0,1,1,0,0,0,0
3.01,1.68,572,3,1,52,40,1,1,0,0,1,0,0,0,0,0
NA,NA,571,0,1,6,3,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,58,58,0,0,0,0,0,0,0,0,0,0
3.84,3.62,571,3,1,14,14,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,0,51,143.99,0,0,0,0,0,0,0,0,0,0
2.75,0.76,571,3,1,20,20,1,1,0,1,0,1,0,0,0,0
NA,NA,571,1,1,63,63,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,0,54,54,0,1,0,0,0,0,0,0,0,0
3.62,2.68,572,3,1,51,51,1,1,0,0,1,1,0,0,0,0
3.49,3.35,572,4,1,38,38,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,80,80,0,1,0,0,0,0,0,0,0,0
3.32,2.4,571,3,1,85,81,1,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,103,92,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,20,20,0,1,0,0,0,0,0,0,0,0
3.02,2.48,571,4,1,65.5,65.5,1,1,0,0,1,1,0,0,0,0
2.44,2.18,571,1,1,103,270.98,1,0,0,0,1,0,0,0,0,0
NA,NA,571,3,1,89,79,0,1,0,0,0,0,0,0,0,0
2.87,1.48,576,0,1,33,18,1,0,0,1,0,1,0,0,0,0
NA,NA,571,4,0,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,13,13,0,1,0,0,0,0,0,0,0,0
2.99,3,572,4,1,61,61,1,1,0,0,0,1,0,0,0,0
NA,NA,571,0,1,3,0,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,33,33,0,1,0,0,0,0,0,0,0,0
1.59,2.5,572,1,1,17,14,0,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,17,17,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,66,158.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,43,43,0,1,0,0,0,0,0,0,0,0
3.58,2.75,571,4,1,132,226.99,1,1,0,0,1,1,0,0,0,0
3.68,2.78,576,3,1,14,14,1,1,0,0,1,1,0,0,0,0
1.5,2.5,571,2,1,80,67,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,86,76,0,1,0,0,0,0,0,0,0,0
2.69,2,572,1,1,84,76,1,0,0,0,1,1,0,0,0,0
NA,NA,572,3,1,74,74,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,12,12,0,1,0,0,0,0,0,0,0,0
3.67,3.72,571,4,1,52,52,1,1,0,0,1,1,0,0,0,0
NA,NA,571,1,1,16,16,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,81,81,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,17,17,0,1,0,0,0,0,0,0,0,0
3.62,2.75,572,4,1,58,58,1,1,0,0,1,1,0,0,0,0
3.4,2.75,571,2,1,3,3,1,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,11,11,0,1,0,0,0,0,0,0,0,0
2.85,1.43,571,0,1,35,22,1,0,0,0,0,1,0,0,0,0
NA,NA,576,3,0,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,77,169.99,0,1,0,0,0,0,0,0,0,0
3.23,2.35,571,0,1,10,10,0,0,0,0,0,0,0,0,0,0
